"ID","date","postcode","property_type","whether_old_or_new","freehold_or_leasehold","address1","address2","address3","town","local_aut","county","postcode_short","current_energy_rating","total_floor_area","number_habitable_rooms","co2_emissions_current","co2_emissions_potential","energy_consumption_current","energy_consumption_potential","windows_energy_eff","tenure","latitude","longitude","population","altitude","london_zone","nearest_station","water_company","average_income","district","type_of_closest_station","num_tube_lines","num_rail_lines","num_light_rail_lines","distance_to_station","asking_price","predicted_price","profit","buy"
4085,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"N21","C",36,2,1.6,0.9,251,143,"Very Poor","owner-occupied",51.645786,-0.116577,23,66,5,"oakwood","Thames Water",61700,"Enfield","tube",1,0,0,1.031524,128000,260148.735921488,1.03241199938663,1
12114,NA,NA,"D","N","F",NA,NA,NA,NA,NA,NA,"KT3","E",119,6,6.4,3,305,142,"Average","owner-occupied",51.390781,-0.249153,77,22,4,"motspur park","Thames Water",65000,"Kingston upon Thames","rail",0,1,0,0.6580626,505000,1025777.2762711,1.03124213122989,1
3190,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SW1V","D",31,1,2.7,1.8,493,333,"Poor","owner-occupied",51.490532,-0.13465,112,11,1,"pimlico","Thames Water",51700,"Westminster","tube",1,0,0,0.0913458,357000,723108.195931745,1.02551315387043,1
5889,NA,NA,"T","N","L",NA,NA,NA,NA,NA,NA,"RM8","C",49,2,1.4,1.3,161,146,"Average","owner-occupied",51.553825,0.136167,71,12,5,"dagenham heathway","Essex & Suffolk Water",40900,"Barking and Dagenham","tube",1,0,0,1.2856766,166000,335344.080260902,1.02014506181266,1
5473,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"SE24","D",99,4,4.9,2.1,279,121,"Average","owner-occupied",51.456304,-0.104236,52,23,2,"herne hill","Thames Water",54000,"Lambeth","rail",0,1,0,0.276523,493000,994070.919491396,1.01637103345111,1
8883,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SW19","C",40,2,2.3,1.9,324,270,"Good","rental (private)",51.424221,-0.17987,51,14,3,"colliers wood","Thames Water",64700,"Merton","tube",1,0,0,0.4759924,258000,517917.336976427,1.00743153866832,1
13625,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"HA0","D",80,5,4.3,0.9,309,65,"Good","owner-occupied",51.542706,-0.30331,116,37,4,"alperton","Affinity Water",51400,"Brent","tube",1,0,0,0.4269018,306000,614196.695630693,1.00717874389115,1
11466,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"W12","C",78,4,2.2,0.8,158,54,"Good","owner-occupied",51.516736,-0.229756,80,11,2,"white city","Thames Water",45900,"Hammersmith and Fulham","tube",1,0,0,0.40391,629000,1262192.29051579,1.00666500876913,1
2913,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"NW3","D",48,3,2.4,1.5,287,181,"Average","owner-occupied",51.554792,-0.163079,144,60,3,"hampstead heath","Thames Water",58200,"Camden","light_rail",0,0,1,0.2243254,497000,995413.671430107,1.00284440931611,1
3381,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SE2","C",70,4,2.6,1.1,208,89,"Average","owner-occupied",51.493954,0.125673,91,3,4,"abbey wood","Thames Water",41400,"Greenwich","rail",0,1,0,0.860639,272000,544097.095903867,1.00035697023481,1
8600,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"TW7","D",71,3,2.9,1,235,74,"Good","owner-occupied",51.470785,-0.333503,41,11,4,"isleworth","Thames Water",57100,"Hounslow","rail",0,1,0,0.5921942,433000,865462.031254458,0.998757577954869,1
10077,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"N14","D",76,4,3.9,1.8,295,134,"Good","owner-occupied",51.6361,-0.127181,43,59,4,"southgate","Thames Water",61700,"Enfield","tube",1,0,0,0.1907698,448000,893142.651668536,0.993621990331555,1
3478,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"NW10","D",128,7,6,3.3,264,143,"Average","owner-occupied",51.546715,-0.25052,75,36,3,"neasden","Thames Water",38400,"Brent","tube",1,0,0,0.7668076,553000,1100795.39648832,0.99058842041287,1
10305,NA,NA,"S","N","F",NA,NA,NA,"CATFORD",NA,NA,"SE6","E",134,6,7.7,3.4,327,142,"Average","owner-occupied",51.446449,-0.01201,104,22,3,"catford bridge","Thames Water",48700,"Lewisham","rail",0,1,0,0.6636552,312000,620181.581530762,0.987761479265263,1
13732,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SW18","D",90,4,4.1,1.7,234,96,"Average","rental (private)",51.451432,-0.213689,161,31,3,"southfields","Thames Water",51400,"Wandsworth","tube",1,0,0,0.7649434,528000,1047018.14661044,0.982988914034915,1
12737,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"N10","C",46,3,1.9,1.4,230,176,"Average","owner-occupied",51.608782,-0.144235,64,46,4,"new southgate","Affinity Water",49800,"Haringey","rail",0,1,0,0.8158982,213000,419288.699633652,0.968491547575833,1
12495,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"EN4","E",76,4,5.3,3,392,219,"Good","owner-occupied",51.633177,-0.154973,51,64,4,"oakleigh park","Affinity Water",51100,"Barnet","rail",0,1,0,0.7407088,474000,930867.583194393,0.963855660747665,1
5731,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SE5","C",39.04,2,2,2,342,335,"Poor","rental (private)",51.470159,-0.08359,106,26,2,"denmark hill","Thames Water",56300,"Southwark","light_rail",0,1,1,0.4511364,227000,444871.16717438,0.959784877420175,1
972,NA,NA,"D","N","F",NA,NA,NA,NA,NA,NA,"UB3","D",67,4,3.4,1.3,288,106,"Average","owner-occupied",51.49921,-0.415896,74,32,5,"hayes and harlington","Affinity Water",51600,"Hillingdon","rail",0,1,0,0.5549102,539000,1054638.68091484,0.956658035092471,1
7092,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"TW9","C",114,7,2.8,1.5,140,74,"Good","owner-occupied",51.467854,-0.281247,76,7,3,"north sheen","Thames Water",61900,"Richmond upon Thames","rail",0,1,0,0.2435888,565000,1103126.74305507,0.95243671337181,1
3546,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"UB2","D",117.24,5,6.4,5.3,297,249,"Average","rental (social)",51.494683,-0.38792,67,35,4,"southall","Thames Water",49500,"Ealing","rail",0,1,0,1.0514088,460000,896168.104331291,0.94819153115498,1
8123,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"SE28","C",69,5,2.2,0.7,180,55,"Average","owner-occupied",51.499816,0.092175,77,2,4,"plumstead","Thames Water",49700,"Greenwich","rail",0,1,0,0.9109724,342000,664932.295851514,0.944246479097995,1
10486,NA,NA,"D","N","F",NA,NA,NA,"YIEWSLEY",NA,NA,"UB7","E",63,5,5.4,1,489,89,"Average","owner-occupied",51.51801,-0.472002,117,33,6,"west drayton","Affinity Water",46000,"Hillingdon","rail",0,1,0,0.6313424,4e+05,776447.449931777,0.941118624829442,1
2762,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SW18","D",69,5,2.7,0.9,223,67,"Poor","rental (private)",51.442169,-0.193704,65,11,3,"earlsfield","Thames Water",76700,"Wandsworth","rail",0,1,0,0.4026672,647000,1253896.16916437,0.938015717410154,1
11414,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"CR4","C",47,3,1.7,1.2,203,149,"Very Poor","rental (private)",51.412596,-0.171315,170,18,3,"colliers wood","Thames Water",52500,"Merton","tube",1,0,0,0.817141,275000,532816.602421571,0.937514917896621,1
105,NA,NA,"D","N","F",NA,NA,NA,NA,NA,NA,"DA14","E",69.98,4,5.5,4,471,339,"Average","owner-occupied",51.426373,0.136921,132,40,5,"bexley","Thames Water",43600,"Bexley","rail",0,1,0,1.6958006,346000,670334.683777538,0.937383479125831,1
3550,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SW6","D",53,3,2.3,1.6,247,174,"Average","owner-occupied",51.482283,-0.204159,151,7,2,"fulham broadway","Thames Water",56600,"Hammersmith and Fulham","tube",1,0,0,0.4424368,443000,857922.768696772,0.936620245365174,1
1027,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"N17","E",100.07,5,6.2,5.1,373,302,"Very Poor","rental (private)",51.595551,-0.073036,136,20,3,"bruce grove","Thames Water",42600,"Haringey","light_rail",0,0,1,0.2156258,343000,662969.440003866,0.932855510215353,1
6990,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SE20","E",44,2,4.6,2.5,599,324,"Average","owner-occupied",51.411126,-0.05382,50,47,3,"avenue road","Thames Water",55700,"Bromley","light_rail",0,0,1,0.304486,140000,269469.79327835,0.924784237702504,1
12412,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"CR2","E",103.26,5,6.2,3.9,361,225,"Average","owner-occupied",51.347541,-0.060522,67,155,3,"coombe lane","SES Water",62800,"Croydon","light_rail",0,0,1,1.5988622,228000,437849.972338356,0.920394615519105,1
11034,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"N17","C",68,4,2.4,2.4,201,201,"Average","rental (social)",51.609117,-0.08225,195,22,3,"white hart lane","Thames Water",37700,"Haringey","light_rail",0,0,1,0.7214454,152000,289785.037775482,0.906480511680802,1
8570,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SW1V","D",67.1,3,2.6,2,204,152,"Average","owner-occupied",51.490878,-0.137748,114,13,1,"pimlico","Thames Water",61900,"Westminster","tube",1,0,0,0.2460744,431000,821006.400323379,0.904887239729418,1
3727,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SE13","D",31,1,2,0.9,371,160,"Good","owner-occupied",51.467459,-0.009528,52,23,2,"lewisham","Thames Water",59500,"Lewisham","light_rail",0,1,1,0.2821156,197000,375046.151217732,0.903787569633156,1
8494,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"W1H","D",46,2,2.3,1.2,278,147,"Very Poor","rental (private)",51.518992,-0.165327,30,35,1,"edgware road (circle/district/hammersmith and city)","Thames Water",60700,"Westminster","tube",3,0,0,0.2808728,575000,1093974.85234608,0.902564960601876,1
5224,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SE6","C",40.95,2,2.1,2,293,282,"Average","owner-occupied",51.441372,0.009397,45,33,3,"lee","Thames Water",48000,"Lewisham","rail",0,1,0,1.1210056,171000,325332.243130966,0.902527737607986,1
9399,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"SM1","D",106,5,4.4,2,238,104,"Average","owner-occupied",51.368406,-0.1748,110,41,5,"carshalton","SES Water",65400,"Sutton","rail",0,1,0,0.5834946,515000,978278.237433935,0.899569393075602,1
9139,NA,NA,"D","N","F",NA,NA,NA,NA,NA,NA,"DA8","E",80,4,4.7,1.5,334,108,"Average","owner-occupied",51.481037,0.167041,147,33,6,"erith","Thames Water",45800,"Bexley","rail",0,1,0,0.7680504,382000,725548.729598258,0.899342224079209,1
10387,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"UB7","C",76,4,2.6,1.2,192,83,"Average","owner-occupied",51.499132,-0.470898,136,30,6,"west drayton","Affinity Water",50500,"Hillingdon","rail",0,1,0,1.0669438,397000,753843.506203528,0.8988501415706,1
9775,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SE16","C",46,2,2.4,1.9,305,250,"Average","owner-occupied",51.488694,-0.060689,124,4,2,"south bermondsey","Thames Water",47800,"Southwark","rail",0,1,0,0.260988,248000,468924.301688606,0.890823797131477,1
6018,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"TW8","C",113,4,3.4,2,170,98,"Average","owner-occupied",51.492772,-0.308457,36,16,4,"brentford","Thames Water",50200,"Hounslow","rail",0,1,0,0.3827824,650000,1228596.54883833,0.890148536674354,1
15777,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"CR4","D",80,5,3.4,0.8,243,57,"Good","owner-occupied",51.406695,-0.152313,84,25,3,"mitcham eastfields","Thames Water",48500,"Merton","rail",0,1,0,0.21749,410000,774861.655849132,0.88990647768081,1
2828,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"W12","D",50,2,2.1,1.3,235,152,"Average","owner-occupied",51.503284,-0.232689,73,8,2,"goldhawk road","Thames Water",51100,"Hammersmith and Fulham","tube",2,0,0,0.304486,392000,740535.482375113,0.889121128507942,1
6015,NA,NA,"T","N","F",NA,NA,NA,"TOTTENHAM",NA,NA,"N17","D",65.36,3,3.6,2.8,333,253,"Good","rental (private)",51.60379,-0.072164,123,15,3,"white hart lane","Thames Water",38300,"Haringey","light_rail",0,0,1,0.4554862,354000,668435.295443431,0.888235297862798,1
6719,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"NW6","D",54,3,2.9,1.3,285,124,"Poor","owner-occupied",51.540559,-0.197425,136,39,2,"kilburn high road","Thames Water",51900,"Brent","light_rail",0,0,1,0.4362228,489000,922442.523594688,0.886385528823492,1
7534,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"N15","D",112,5,4.8,1.5,224,65,"Average","owner-occupied",51.584181,-0.079547,32,13,3,"seven sisters","Thames Water",44000,"Haringey","tube",1,1,1,0.4672928,442000,832776.299780238,0.8841092755209,1
10673,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SW19","D",48,2,2.2,1.4,258,166,"Average","owner-occupied",51.446671,-0.218163,78,57,3,"southfields","Thames Water",51400,"Merton","tube",1,0,0,0.6313424,236000,444634.328855846,0.884043766338329,1
9095,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"N6","G",50,3,5.9,2.3,686,263,"Very Poor","owner-occupied",51.56649,-0.148757,23,92,2,"archway","Thames Water",52900,"Camden","tube",1,0,0,0.8283262,507000,953683.024446658,0.881031606403665,1
13581,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SW18","F",87.73,5,7,6.7,451,429,"Good","rental (private)",51.444236,-0.182614,28,14,3,"earlsfield","Thames Water",62700,"Wandsworth","rail",0,1,0,0.2727946,678000,1267725.46299676,0.869801567841835,1
5770,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"E2","B",101,4,1.7,1.7,91,91,"Good","owner-occupied",51.5335,-0.055584,85,17,2,"cambridge heath","Thames Water",44400,"Hackney","light_rail",0,0,1,0.1037738,218000,407092.928688827,0.867398755453335,1
12856,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SE18","D",115.05,3,4.5,3.9,254,224,"Average","owner-occupied",51.486807,0.091493,157,22,4,"plumstead","Thames Water",43900,"Greenwich","rail",0,1,0,0.5263258,324000,603723.170757074,0.863343119620598,1
6430,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"UB3","D",61,3,2.9,0.7,270,58,"Average","owner-occupied",51.495567,-0.425833,153,28,5,"hayes and harlington","Affinity Water",52200,"Hillingdon","rail",0,1,0,0.7376018,305000,566862.709470232,0.858566260558136,1
10594,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SW17","C",67.62,4,2.6,2,235,175,"Average","owner-occupied",51.427148,-0.172058,95,20,3,"tooting broadway","Thames Water",51300,"Wandsworth","tube",1,0,0,0.251667,357000,662372.838350753,0.855386101822838,1
12804,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"NW6","C",39,2,1.6,0.8,238,119,"Very Poor","owner-occupied",51.550586,-0.193956,146,57,2,"west hampstead thameslink","Thames Water",64100,"Brent","rail",0,1,0,0.295165,478000,885081.97507091,0.851635931110691,1
5698,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"TW7","D",85,4,4.3,4.1,302,286,"Average","rental (private)",51.475928,-0.329701,103,9,4,"isleworth","Thames Water",57100,"Hounslow","rail",0,1,0,0.3740828,503000,928670.155463047,0.846262734518979,1
4494,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"KT5","E",62,5,4.2,0.4,386,38,"Very Poor","owner-occupied",51.380964,-0.277247,77,27,5,"tolworth","Thames Water",55400,"Kingston upon Thames","rail",0,1,0,0.3952104,291000,537093.449288313,0.845681956317227,1
11560,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"W3","C",44,2,1.5,1.1,183,135,"Average","rental (private)",51.512609,-0.266535,120,32,2,"acton central","Thames Water",48500,"Ealing","light_rail",0,0,1,0.3548194,291000,536751.584107647,0.844507161881947,1
7917,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"NW11","E",60,3,5.9,5.2,656,579,"Very Poor","owner-occupied",51.581389,-0.185461,103,77,3,"golders green","Thames Water",71600,"Barnet","tube",1,0,0,0.9296144,467000,857958.088067226,0.83716935346301,1
8680,NA,NA,"D","N","F",NA,NA,NA,NA,NA,NA,"EN2","D",56,3,3.1,1,319,95,"Average","owner-occupied",51.654109,-0.09848,104,59,5,"enfield chase","Thames Water",54900,"Enfield","rail",0,1,0,0.5816304,506000,927019.534260923,0.832054415535421,1
1755,NA,NA,"D","N","F",NA,NA,NA,"CHEAM",NA,NA,"SM1","C",88,5,2.8,1.5,183,91,"Average","owner-occupied",51.363431,-0.209027,80,47,5,"west sutton","SES Water",55200,"Sutton","rail",0,1,0,0.400803,468000,855230.002895931,0.827414536102416,1
3859,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"NW2","D",88.43,6,4.9,4.8,304,298,"Poor","owner-occupied",51.562698,-0.198007,42,80,3,"cricklewood","Thames Water",50100,"Camden","rail",0,1,0,0.7804784,823000,1503767.04277738,0.827177451734365,1
10603,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"N13","C",115,5,2.7,1.5,133,71,"Average","owner-occupied",51.614762,-0.118786,86,30,3,"bowes park","Thames Water",52200,"Enfield","rail",0,1,0,0.6549556,416000,758122.561186869,0.822410002853049,1
5843,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"CR2","E",145,4,8.6,6.6,337,256,"Average","rental (private)",51.346956,-0.053984,28,122,3,"gravel hill","SES Water",54400,"Croydon","light_rail",0,0,1,1.0619726,240000,437162.730650119,0.82151137770883,1
2693,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SE1","D",50,3,3.8,1.4,455,163,"Average","owner-occupied",51.492263,-0.066083,50,4,2,"bermondsey","Thames Water",47800,"Southwark","tube",1,0,0,0.6064864,485000,882544.441943408,0.819679261738986,1
3351,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SW16","D",86,4,3,0.9,199,59,"Good","owner-occupied",51.418074,-0.139445,79,28,3,"streatham common","Thames Water",49300,"Croydon","rail",0,1,0,0.3921034,430000,781870.340404005,0.818303117218617,1
13554,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"E13","D",71,3,2.9,0.8,232,61,"Average","owner-occupied",51.526648,0.034571,141,7,3,"upton park","Thames Water",45200,"Newham","tube",2,0,0,0.8755526,283000,514557.165622035,0.818223200077861,1
8500,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SE2","C",52,2,1.8,1.4,197,148,"Average","owner-occupied",51.491354,0.111724,97,1,4,"abbey wood","Thames Water",41900,"Greenwich","rail",0,1,0,0.4772352,191000,346348.410747351,0.813342464645816,1
13695,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"E6","D",44,2,2.1,1.3,264,160,"Average","rental (private)",51.535451,0.056794,153,8,3,"east ham","Thames Water",43800,"Newham","tube",2,0,0,0.5959226,178000,322006.104444461,0.809023058676749,1
13911,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"NW1","C",36,2,1.6,0.9,251,137,"Very Poor","owner-occupied",51.539583,-0.138976,54,29,2,"camden town","Thames Water",48500,"Camden","tube",1,0,0,0.3622762,383000,692021.736451949,0.806845264887596,1
5657,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"N12","F",119,6,9.4,2.6,447,122,"Average","owner-occupied",51.612998,-0.162435,52,71,4,"new southgate","Affinity Water",54300,"Barnet","rail",0,1,0,0.9575774,495000,887575.94005681,0.793082707185474,1
15361,NA,NA,"D","N","F",NA,NA,NA,NA,NA,NA,"SW19","E",110,5,6,2,310,100,"Average","rental (social)",51.420764,-0.172676,107,17,3,"colliers wood","Thames Water",64700,"Merton","tube",1,0,0,0.2665806,786000,1408404.54977716,0.791863294881886,1
1668,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"NW3","C",66,3,2.7,1.4,231,117,"Poor","owner-occupied",51.548131,-0.159828,46,59,2,"belsize park","Thames Water",55700,"Camden","tube",1,0,0,0.2995148,579000,1036953.66671215,0.790938975323224,1
15263,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"N17","D",46,4,2.7,0.8,331,93,"Average","rental (private)",51.597739,-0.067872,65,13,3,"bruce grove","Thames Water",39600,"Haringey","light_rail",0,0,1,0.3187782,372000,663896.708499303,0.784668571234684,1
7533,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"N18","D",96,5,3.5,1.2,208,70,"Average","owner-occupied",51.614402,-0.066197,64,17,4,"silver street","Thames Water",40700,"Enfield","light_rail",0,0,1,0.4107454,327000,583498.782477596,0.784399946414667,1
8369,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SW7","C",45,2,1.4,0.8,178,104,"Very Poor","owner-occupied",51.49355,-0.178973,10,13,1,"gloucester road","Thames Water",70100,"Kensington and Chelsea","tube",3,0,0,0.3840252,742000,1322908.37262432,0.782895380895309,1
12662,NA,NA,"F","N","L",NA,NA,NA,"COLLIERS WOOD",NA,NA,"SW17","C",62,3,2.2,1.6,204,149,"Good","owner-occupied",51.422667,-0.172438,100,17,3,"colliers wood","Thames Water",64700,"Wandsworth","tube",1,0,0,0.3405272,382000,680720.716646005,0.781991404832474,1
10175,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SW18","D",52,2,2.3,1.1,250,123,"Very Poor","owner-occupied",51.453937,-0.199918,43,22,3,"southfields","Thames Water",71300,"Wandsworth","tube",1,0,0,0.6394206,392000,698461.133034009,0.781788604678594,1
1,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"DA8","D",42.65,2,3.3,3.1,509,489,"Average","rental (private)",51.484852,0.173747,115,5,6,"erith","Thames Water",45100,"Bexley","rail",0,1,0,0.8687172,245000,436171.572866487,0.780292134148928,1
13283,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"E12","D",100,5,4.4,2,247,112,"Average","owner-occupied",51.552731,0.059031,272,10,3,"manor park","Thames Water",40800,"Redbridge","rail",0,1,0,0.8879806,259000,460924.28289031,0.779630435869923,1
9090,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SW2","D",64,3,3.5,1.1,309,102,"Average","owner-occupied",51.453998,-0.114565,53,26,2,"herne hill","Thames Water",61900,"Lambeth","rail",0,1,0,0.8556678,267000,474233.474558435,0.776155335424851,1
12103,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"N15","D",96,6,3.6,1.3,212,74,"Average","owner-occupied",51.583241,-0.092996,158,18,3,"harringay green lanes","Thames Water",44200,"Haringey","light_rail",0,0,1,0.6481202,453000,803639.665856416,0.774038997475533,1
8543,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"CR7","D",92.55,4,4.5,3.9,255,217,"Good","owner-occupied",51.404932,-0.097763,56,57,4,"thornton heath","Thames Water",44900,"Croydon","rail",0,1,0,0.5213546,315000,557870.163936588,0.771016393449486,1
6701,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"CR4","D",91,6,2.9,1.2,185,70,"Good","owner-occupied",51.398714,-0.138963,92,31,3,"beddington lane","Thames Water",47200,"Merton","light_rail",0,0,1,0.9252646,345000,610858.838871823,0.770605330063254,1
4682,NA,NA,"F","N","L",NA,NA,NA,"WANSTEAD",NA,NA,"E11","C",44,2,1.8,1.4,245,190,"Average","owner-occupied",51.576816,0.026896,53,31,4,"wanstead","Thames Water",55000,"Redbridge","tube",1,0,0,0.1298726,179000,316892.261049125,0.770347827090084,1
1527,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"SE9","E",91,5,4.9,1.6,309,101,"Average","owner-occupied",51.45961,0.052937,24,46,4,"eltham","Thames Water",59600,"Greenwich","rail",0,1,0,0.4095026,350000,618721.273973276,0.767775068495074,1
10897,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"TW5","C",105,5,3,1.5,163,81,"Average","owner-occupied",51.486967,-0.391187,131,32,5,"hounslow west","Thames Water",43800,"Hounslow","tube",1,0,0,1.4360554,460000,812941.009634474,0.76726306442277,1
6412,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"E14","C",74,4,1.8,1.3,139,97,"Average","rental (private)",51.51486,-0.036244,133,10,2,"limehouse","Thames Water",50700,"Tower Hamlets","light_rail",0,0,1,0.3846466,290000,511868.854886405,0.765065016849672,1
14668,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SW18","E",95,5,6.5,2.2,391,129,"Average","owner-occupied",51.450154,-0.184394,86,18,3,"earlsfield","Thames Water",71900,"Wandsworth","rail",0,1,0,0.6667622,687000,1209032.26450107,0.759872291850168,1
6805,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SW17","C",55,3,2.5,2.1,262,217,"Average","rental (private)",51.429616,-0.152251,71,37,3,"tooting bec","Thames Water",69000,"Wandsworth","tube",1,0,0,0.7543796,296000,520453.60434873,0.758289203880846,1
